code,board_code,board_name,prev_close,open,pct_chg,volume,amount,macd,macd_signal,macd_hist
000001,881155,银行,11.28,11.28,2.93,2777708,1704122.0,,,
000002,881153,房地产,3.28,3.26,1.52,2118666,1133905.0,,,
000006,881153,房地产,6.51,6.45,-2.15,222568,102432.0,,,
000007,881158,零售,9.16,9.16,-4.91,75239,24175.0,,,
000008,881269,轨交设备,2.37,2.36,-0.84,282883,116752.0,,,
000009,881281,电池,6.5,6.46,10.0,562050,266504.0,,,
000010,881116,建筑装饰,1.52,1.53,-0.66,190836,82385.0,,,
000011,881153,房地产,7.82,7.79,2.17,327880,173992.0,,,
000012,881115,建筑材料,3.9,3.89,0.77,274754,140249.0,,,
000014,881153,房地产,9.99,10.0,-0.1,127346,65834.0,,,
000016,881131,白色家电,2.55,2.54,-3.14,189861,59984.0,,,
000017,881136,服装家纺,5.99,5.99,-2.84,100749,47183.0,,,
000019,881103,农产品加工,6.04,6.02,0.66,68159,33959.0,,,
000020,881122,光学光电子,10.36,10.28,0.1,53477,26103.0,,,
000021,881124,消费电子,40.15,38.65,-9.29,1592658,691857.0,,,
000025,881165,综合,14.22,14.23,9.99,146365,52285.0,,,
000026,881136,服装家纺,16.1,15.99,0.62,104043,46445.0,,,
000027,881145,电力,6.43,6.41,0.62,275666,128767.0,,,
000028,881143,医药商业,20.77,20.69,1.11,29511,17771.0,,,
000029,881153,房地产,20.13,20.02,-3.13,66426,32456.0,,,
000030,881126,汽车零部件,4.24,4.24,0.94,122870,69948.0,,,
000031,881153,房地产,2.19,2.18,0.0,299550,131849.0,,,
000032,881116,建筑装饰,13.57,13.5,-9.29,880648,385354.0,,,
000034,881271,IT服务,25.32,25.5,-7.86,529866,187929.0,,,
000035,881181,环境治理,4.98,4.99,0.6,546552,288185.0,,,
000036,881153,房地产,4.01,3.96,-3.74,320595,125952.0,,,
000037,881145,电力,9.27,9.1,-2.91,230962,87546.0,,,
000039,881117,通用设备,8.7,8.65,0.0,449910,229595.0,,,
000042,881153,房地产,8.08,8.11,-0.25,53553,22894.0,,,
000045,881122,光学光电子,9.58,9.51,-0.63,116514,57597.0,,,
000048,881102,养殖业,18.11,17.88,-5.58,184161,83445.0,,,
000049,881281,电池,24.81,24.58,-1.89,112529,50090.0,,,
000050,881122,光学光电子,6.57,6.5,-1.83,364315,157029.0,,,
000055,881115,建筑材料,3.4,3.37,-1.76,107900,43831.0,,,
000056,881158,零售,1.9,1.91,-3.68,153197,40973.0,,,
000058,881158,零售,6.48,6.58,1.85,136710,78170.0,,,
000059,881180,石油加工贸易,4.62,4.58,0.87,216781,104504.0,,,
000060,881168,工业金属,6.29,6.28,-0.95,920535,372432.0,,,
000061,881158,零售,5.88,5.84,0.34,248600,123762.0,,,
000062,881123,其他电子,21.53,21.3,-3.58,197701,80353.0,,,
000063,881129,通信设备,34.08,33.74,-2.29,1280222,524839.0,,,
000065,881116,建筑装饰,9.28,9.26,-0.43,140442,75635.0,,,
000066,881130,计算机设备,13.89,13.7,-5.33,1439369,560453.0,,,
000068,881181,环境治理,2.76,2.76,-2.17,129750,49718.0,,,
000069,881160,旅游及酒店,1.72,1.71,1.16,625190,338993.0,,,
000070,881129,通信设备,12.72,12.64,-4.25,422878,185400.0,,,
000078,881143,医药商业,1.67,1.66,-5.39,989255,282829.0,,,
000088,881148,港口航运,4.4,4.4,1.59,329680,194857.0,,,
000089,881151,机场航运,6.64,6.64,1.96,168512,109505.0,,,
000090,881153,房地产,3.29,3.27,0.0,155500,80607.0,,,
000096,881180,石油加工贸易,7.58,7.63,0.66,63954,31250.0,,,
000099,881151,机场航运,14.15,14.04,1.7,106607,61850.0,,,
000100,881122,光学光电子,4.93,4.85,-4.26,7206880,2749452.0,,,
000151,881159,贸易,9.46,9.4,0.21,71276,35720.0,,,
000153,881140,化学制药,5.42,5.4,-0.55,74543,32301.0,,,
000155,881145,电力,12.63,12.51,-2.93,626863,272100.0,,,
000156,881164,文化传媒,6.78,6.75,1.03,111423,70100.0,,,
000157,881268,工程机械,7.61,7.58,1.58,598238,364421.0,,,
000158,881271,IT服务,12.73,12.63,-1.65,261751,115721.0,,,
000159,881279,光伏设备,5.27,5.28,-0.95,100077,36218.0,,,
000166,881157,证券,4.67,4.66,0.64,846319,447799.0,,,
000301,881180,石油加工贸易,11.97,11.99,-0.58,235577,121471.0,,,
000333,881131,白色家电,87.01,87.01,2.23,461498,276758.0,,,
000338,881126,汽车零部件,27.29,26.6,-4.87,1031806,485180.0,,,
000400,881278,电网设备,22.63,22.71,1.46,250010,140321.0,,,
000401,881115,建筑材料,3.64,3.63,0.55,73762,39347.0,,,
000402,881153,房地产,2.44,2.42,0.82,512882,244862.0,,,
000403,881142,生物制品,10.21,10.16,2.06,116411,62731.0,,,
000404,881131,白色家电,7.74,7.7,-0.78,148791,63605.0,,,
000407,881146,燃气,3.91,3.89,-0.26,134610,53585.0,,,
000408,881263,农化制品,79.6,80.0,0.25,109441,56157.0,,,
000409,881271,IT服务,8.54,8.5,-0.35,60944,28123.0,,,
000410,881117,通用设备,4.86,4.83,-0.62,161163,79577.0,,,
000411,881143,医药商业,9.4,9.36,0.64,34749,17786.0,,,
000415,881283,多元金融,4.43,4.4,-0.45,606528,284120.0,,,
000417,881158,零售,5.74,5.69,-1.74,507782,237781.0,,,
000419,881158,零售,4.8,4.76,0.83,79562,37567.0,,,
000420,881264,化学纤维,3.75,3.73,0.53,424086,220897.0,,,
000421,881165,综合,5.37,5.36,-0.19,66940,35119.0,,,
000422,881263,农化制品,13.12,13.0,0.08,255175,138154.0,,,
000423,881141,中药,53.8,53.8,2.68,113101,66416.0,,,
000425,881268,工程机械,9.0,8.96,2.11,1489569,825303.0,,,
000426,881169,贵金属,32.35,32.83,-2.63,650488,292592.0,,,
000428,881160,旅游及酒店,4.04,4.44,-5.2,1086562,324535.0,,,
000429,881149,公路铁路运输,14.7,14.78,-2.99,131365,51320.0,,,
000430,881160,旅游及酒店,6.28,6.28,0.16,77304,35176.0,,,
000488,881137,造纸,1.96,1.95,-0.51,96365,39995.0,,,
000498,881116,建筑装饰,5.0,4.99,1.4,113656,69997.0,,,
000501,881158,零售,7.05,7.01,1.7,138698,67114.0,,,
000503,881272,软件开发,7.2,7.15,-0.56,287714,142064.0,,,
000504,881175,医疗服务,7.62,7.54,-3.02,74508,30155.0,,,
000505,881103,农产品加工,5.53,5.5,0.0,71543,37278.0,,,
000506,881169,贵金属,12.71,13.1,3.86,1157187,497895.0,,,
000507,881148,港口航运,5.02,5.0,0.6,117603,56751.0,,,
000509,881122,光学光电子,2.92,2.9,-2.74,298168,105705.0,,,
000510,881108,化学原料,14.44,14.52,-9.97,532136,260181.0,,,
000513,881140,化学制药,30.92,30.9,0.29,66951,34628.0,,,
000514,881153,房地产,3.78,3.75,-0.26,108126,47940.0,,,
000516,881175,医疗服务,4.21,4.22,0.24,254306,128499.0,,,
000517,881153,房地产,1.89,1.86,-0.53,614312,250291.0,,,
000518,881142,生物制品,3.58,3.57,-3.63,351528,129332.0,,,
000519,881166,军工装备,14.03,13.91,-0.21,477750,231195.0,,,
000520,881148,港口航运,3.82,3.83,-4.45,213910,90423.0,,,
000521,881131,白色家电,4.91,4.9,0.0,103079,46232.0,,,
000523,881133,饮料制造,2.83,2.81,1.77,513597,261355.0,,,
000524,881160,旅游及酒店,8.95,8.93,0.11,172144,94025.0,,,
000525,881263,农化制品,4.68,4.68,-0.43,262335,123966.0,,,
000526,881178,教育,33.03,33.51,9.99,62313,26154.0,,,
000528,881268,工程机械,8.79,8.74,0.8,310970,158288.0,,,
000529,881134,食品加工制造,4.68,4.67,0.21,35952,18046.0,,,
000530,881117,通用设备,4.85,4.83,-1.03,107420,49365.0,,,
000531,881145,电力,5.83,5.79,-0.34,97814,41718.0,,,
000532,881283,多元金融,10.6,10.59,-0.28,53774,27349.0,,,
000533,881278,电网设备,12.13,11.52,-9.98,1404204,610151.0,,,
000534,881142,生物制品,26.22,26.06,-4.69,178490,77506.0,,,
000536,881122,光学光电子,3.13,3.1,-1.28,406617,150395.0,,,
000537,881145,电力,7.63,7.59,0.13,206946,98664.0,,,
000538,881141,中药,51.89,51.89,1.66,145172,90571.0,,,
000539,881145,电力,5.65,5.6,-3.54,879105,330946.0,,,
000541,881122,光学光电子,4.95,4.92,0.81,89249,42500.0,,,
000543,881145,电力,7.91,7.88,0.88,333143,177474.0,,,
000544,881181,环境治理,7.35,7.35,0.95,54204,33336.0,,,
000545,881108,化学原料,2.48,2.46,-1.21,318757,135781.0,,,
000546,881181,环境治理,4.33,4.34,-0.92,172711,77018.0,,,
000547,881276,军工电子,14.18,14.1,-3.03,504669,205408.0,,,
000548,881149,公路铁路运输,4.22,4.22,0.47,91011,38629.0,,,
000550,881125,汽车整车,16.66,16.62,2.64,48300,30471.0,,,
000551,881284,环保设备,12.87,12.76,-6.37,227490,81106.0,,,
000552,881105,煤炭开采加工,2.61,2.6,0.0,631883,300447.0,,,
000553,881263,农化制品,5.26,5.24,1.71,87886,47740.0,,,
000554,881180,石油加工贸易,6.34,6.45,1.74,299286,140515.0,,,
000555,881271,IT服务,10.82,10.82,3.97,486115,262618.0,,,
000557,881149,公路铁路运输,3.67,3.65,-0.54,86597,42689.0,,,
000558,881160,旅游及酒店,3.33,3.32,-0.3,301153,137691.0,,,
000559,881126,汽车零部件,10.77,10.69,-0.56,335842,147956.0,,,
000560,881153,房地产,2.24,2.22,-0.89,705743,277569.0,,,
000561,881166,军工装备,7.39,7.36,1.62,136132,82046.0,,,
000563,881283,多元金融,3.07,3.07,1.3,524625,304866.0,,,
000564,881158,零售,1.4,1.39,0.0,3034719,1644958.0,,,
000565,881109,化学制品,5.59,5.59,-0.89,86226,42199.0,,,
000566,881140,化学制药,5.41,5.45,9.98,3655394,1640282.0,,,
000567,881283,多元金融,6.0,6.0,1.33,416398,226331.0,,,
000568,881273,白酒,88.23,88.23,2.62,197631,99980.0,,,
000570,881117,通用设备,4.92,4.9,-0.61,110687,50434.0,,,
000571,881105,煤炭开采加工,5.65,5.6,-4.25,220678,99798.0,,,
000572,881125,汽车整车,3.72,3.72,1.88,943951,506793.0,,,
000573,881153,房地产,3.6,3.58,-3.33,175078,57939.0,,,
000576,881166,军工装备,6.69,6.65,-1.94,111061,48767.0,,,
000581,881126,汽车零部件,17.61,17.6,1.76,108160,63815.0,,,
000582,881148,港口航运,12.32,12.29,1.54,435022,222870.0,,,
000586,881129,通信设备,10.6,10.55,-2.92,57436,26166.0,,,
000589,881126,汽车零部件,4.36,4.35,0.46,258842,115099.0,,,
000590,881141,中药,8.08,8.1,-0.74,34056,15170.0,,,
000591,881145,电力,4.52,4.5,0.22,497710,225957.0,,,
000592,881101,种植业与林业,5.76,5.71,-3.3,1275771,605395.0,,,
000593,881146,燃气,16.67,16.58,-7.74,209799,87489.0,,,
000595,881145,电力,5.36,5.3,-8.02,504207,189064.0,,,
000596,881273,白酒,90.91,90.88,1.85,119346,55430.0,,,
000597,881140,化学制药,4.61,4.61,-1.08,122218,53508.0,,,
000598,881181,环境治理,7.33,7.31,0.95,295748,166590.0,,,
000599,881126,汽车零部件,4.59,4.59,0.65,115149,57793.0,,,
000600,881145,电力,8.78,8.7,-2.73,326098,124291.0,,,
000601,881145,电力,6.41,6.41,-2.81,491869,186813.0,,,
000603,881168,工业金属,25.0,25.4,-3.72,556868,259592.0,,,
000605,881181,环境治理,5.54,5.53,-1.08,40711,18427.0,,,
000607,881164,文化传媒,3.44,3.42,-0.58,139281,57871.0,,,
000608,881153,房地产,6.03,6.04,-6.47,262502,105913.0,,,
000609,881153,房地产,9.19,9.1,-2.72,72100,26137.0,,,
000610,881160,旅游及酒店,5.44,5.39,1.65,34926,16891.0,,,
000612,881168,工业金属,11.01,11.06,-0.45,335507,155088.0,,,
000615,881182,美容护理,3.01,3.02,1.0,72009,35695.0,,,
000617,881283,多元金融,7.05,7.03,1.7,1141585,570808.0,,,
000619,881115,建筑材料,4.38,4.38,1.37,82483,43610.0,,,
000620,881153,房地产,2.67,2.63,-4.12,1815662,695492.0,,,
000623,881141,中药,18.24,18.12,0.33,135824,65773.0,,,
000625,881125,汽车整车,7.52,7.5,4.12,1948573,1109409.0,,,
000626,881159,贸易,6.98,7.06,-1.29,100777,45565.0,,,
000628,881116,建筑装饰,36.43,36.32,-4.8,86841,36843.0,,,
000629,881112,钢铁,3.08,3.06,-0.65,1004922,405397.0,,,
000630,881168,工业金属,6.15,6.17,-0.98,1998118,867020.0,,,
000631,881145,电力,2.92,2.91,-1.37,108217,45265.0,,,
000632,881165,综合,3.18,3.18,6.92,174848,99582.0,,,
000633,881114,金属新材料,4.94,4.95,-1.21,82072,39919.0,,,
000635,881108,化学原料,6.14,6.14,-1.14,39634,16206.0,,,
000636,881270,元件,47.51,48.67,6.29,2673623,1294093.0,,,
000637,881180,石油加工贸易,3.59,3.64,-0.56,104349,50416.0,,,
000639,881134,食品加工制造,1.56,1.55,-2.56,665379,273072.0,,,
000650,881141,中药,5.47,5.44,0.37,150585,81692.0,,,
000651,881131,白色家电,41.65,41.6,1.97,670717,430770.0,,,
000652,881165,综合,3.53,3.52,-0.57,127814,58691.0,,,
000655,881112,钢铁,6.68,6.65,0.75,55348,26974.0,,,
000656,881153,房地产,1.23,1.22,-3.25,2009824,755004.0,,,
000657,881170,小金属,52.54,52.57,-7.88,677262,308444.0,,,
000659,881138,包装印刷,2.64,2.61,-2.65,459575,165596.0,,,
000661,881142,生物制品,81.15,81.17,-0.81,94248,45184.0,,,
000663,881101,种植业与林业,5.03,5.01,-1.19,51145,26037.0,,,
000665,881164,文化传媒,3.81,3.79,-0.79,140258,64948.0,,,
000668,881153,房地产,20.3,20.86,-6.35,75973,28053.0,,,
000669,881146,燃气,3.41,3.4,-2.05,31666,10834.0,,,
000670,881123,其他电子,6.71,6.65,4.32,855294,430682.0,,,
000672,881115,建筑材料,13.2,13.0,-5.0,286184,115055.0,,,
000676,881164,文化传媒,7.17,7.0,-5.02,1557878,677171.0,,,
000677,881264,化学纤维,1.67,1.65,-3.59,463869,183226.0,,,
000678,881126,汽车零部件,8.1,8.07,0.12,89839,43988.0,,,
000679,881158,零售,5.62,5.58,-3.38,77608,36690.0,,,
000680,881268,工程机械,11.29,11.2,0.09,237153,118959.0,,,
000681,881164,文化传媒,16.87,16.86,-0.77,295770,142430.0,,,
000682,881278,电网设备,11.99,11.89,-0.92,187343,98534.0,,,
000683,881108,化学原料,6.31,6.28,0.0,920624,404508.0,,,
000685,881181,环境治理,11.06,11.0,0.63,172170,93442.0,,,
000686,881157,证券,8.04,8.0,0.75,226556,130662.0,,,
000688,881170,小金属,28.93,29.02,-4.63,191357,87365.0,,,
000690,881145,电力,5.09,4.97,-2.55,1120401,418422.0,,,
000691,881108,化学原料,9.49,9.48,-4.11,136975,52755.0,,,
000692,881145,电力,3.75,3.71,-3.47,126969,54495.0,,,
000695,881281,电池,12.99,12.96,-1.92,51598,22395.0,,,
000697,881166,军工装备,8.46,8.5,-3.9,84047,29806.0,,,
000698,881180,石油加工贸易,3.24,3.23,-0.31,42055,21498.0,,,
000700,881126,汽车零部件,10.27,10.2,-7.59,562287,205032.0,,,
000701,881159,贸易,4.78,4.75,-1.05,134849,60468.0,,,
000702,881103,农产品加工,4.89,4.93,1.23,75113,40407.0,,,
000703,881264,化学纤维,15.6,15.51,2.88,901982,464361.0,,,
000705,881143,医药商业,6.46,6.42,-0.46,41265,19715.0,,,
000707,881108,化学原料,4.38,4.37,0.68,89014,50090.0,,,
000708,881112,钢铁,14.75,14.74,1.63,149698,81217.0,,,
000709,881112,钢铁,2.13,2.13,0.94,942676,505816.0,,,
000710,881175,医疗服务,8.08,8.08,-1.36,68157,30403.0,,,
000711,881181,环境治理,4.58,4.65,-1.31,806554,340829.0,,,
000712,881157,证券,8.48,8.38,1.3,256936,143127.0,,,
000713,881101,种植业与林业,5.67,5.64,1.06,62300,36358.0,,,
000715,881158,零售,4.73,4.73,-0.42,85496,40867.0,,,
000716,881134,食品加工制造,4.63,4.6,0.65,293298,147325.0,,,
000717,881112,钢铁,2.2,2.2,0.91,219194,111170.0,,,
000718,881153,房地产,1.86,1.85,-1.08,242331,100174.0,,,
000719,881164,文化传媒,12.8,12.7,0.31,55087,33702.0,,,
000720,881278,电网设备,3.47,3.48,-3.46,498240,204811.0,,,
000721,881160,旅游及酒店,6.19,6.2,10.02,291404,142082.0,,,
000722,881145,电力,12.59,12.57,-3.42,247797,105162.0,,,
000723,881105,煤炭开采加工,3.57,3.57,0.28,457714,202789.0,,,
000725,881122,光学光电子,5.71,5.63,-6.13,21987199,8361464.0,,,
000726,881135,纺织制造,5.96,5.93,0.34,55821,24733.0,,,
000727,881122,光学光电子,2.25,2.24,-0.89,804468,377774.0,,,
000728,881157,证券,7.29,7.27,0.27,310628,148695.0,,,
000729,881133,饮料制造,12.77,12.73,0.47,296425,155248.0,,,
000731,881263,农化制品,5.87,5.87,-1.02,68395,28854.0,,,
000733,881276,军工电子,40.39,40.24,1.04,209533,96211.0,,,
000735,881102,养殖业,5.08,5.07,2.56,320399,179612.0,,,
000736,881153,房地产,4.4,4.28,-1.82,350458,166323.0,,,
000737,881168,工业金属,13.26,13.42,-2.11,396054,182385.0,,,
000738,881166,军工装备,18.43,18.39,-0.38,115019,62454.0,,,
000739,881140,化学制药,20.66,20.67,-3.1,160623,67159.0,,,
000750,881157,证券,3.83,3.81,0.0,578435,285400.0,,,
000751,881168,工业金属,4.46,4.42,-2.69,413956,143812.0,,,
000752,881133,饮料制造,8.01,8.02,-0.37,28263,13573.0,,,
000753,881165,综合,4.65,4.63,-0.22,249414,111041.0,,,
000755,881149,公路铁路运输,4.67,4.67,0.0,39418,19527.0,,,
000756,881140,化学制药,13.67,13.58,-1.17,81797,29763.0,,,
000757,881128,汽车服务及其他,3.68,3.67,-0.82,125614,56023.0,,,
000758,881168,工业金属,5.88,5.86,0.34,271211,128451.0,,,
000759,881158,零售,7.14,6.9,-6.72,1120989,443927.0,,,
000761,881112,钢铁,2.32,2.31,0.43,151798,75764.0,,,
000762,881112,钢铁,22.38,22.29,0.18,153372,77375.0,,,
000766,881140,化学制药,16.36,16.35,1.16,180499,91921.0,,,
000767,881145,电力,3.76,3.71,-4.52,1567417,578086.0,,,
000768,881166,军工装备,20.98,20.85,-0.1,187816,93754.0,,,
000776,881157,证券,21.68,21.38,-2.21,725145,323671.0,,,
000777,881117,通用设备,17.26,17.16,-1.1,97829,43074.0,,,
000778,881112,钢铁,3.83,3.81,0.52,653385,353445.0,,,
000779,881116,建筑装饰,12.2,12.2,-1.97,767216,326064.0,,,
000782,881264,化学纤维,6.59,6.56,-3.95,121809,43351.0,,,
000783,881157,证券,8.6,8.49,-0.35,918437,416579.0,,,
000785,881158,零售,2.25,2.21,0.44,877991,393211.0,,,
000786,881115,建筑材料,20.36,20.3,0.25,180140,92202.0,,,
000788,881140,化学制药,5.2,5.2,-1.35,130843,56556.0,,,
000789,881115,建筑材料,4.03,4.03,0.99,84219,44286.0,,,
000790,881141,中药,3.75,3.74,-0.53,144518,68883.0,,,
000791,881145,电力,7.81,7.83,-0.38,299792,130913.0,,,
000792,881263,农化制品,27.62,27.6,0.87,786634,412224.0,,,
000793,881164,文化传媒,2.19,0.0,0.0,0,0.0,,,
000795,881114,金属新材料,8.37,8.3,0.24,127678,66203.0,,,
000796,881160,旅游及酒店,3.73,3.73,0.0,420788,203528.0,,,
000797,881153,房地产,2.33,2.32,-0.43,220714,89134.0,,,
000798,881102,养殖业,7.86,7.79,0.13,71180,37411.0,,,
000799,881273,白酒,39.04,38.79,4.28,213421,115128.0,,,
000800,881125,汽车整车,6.37,6.35,1.73,187820,113737.0,,,
000801,881132,黑色家电,11.33,11.3,1.94,176289,101143.0,,,
000802,881274,影视院线,4.07,3.91,-5.41,918601,386046.0,,,
000803,881181,环境治理,6.6,6.58,-0.61,91849,41124.0,,,
000807,881168,工业金属,26.15,26.53,1.34,943572,487702.0,,,
000809,881280,风电设备,3.16,3.15,-1.58,151660,54579.0,,,
000810,881132,黑色家电,9.36,9.31,-1.71,238862,110363.0,,,
000811,881117,通用设备,37.18,36.52,-10.01,466316,261702.0,,,
000812,881138,包装印刷,3.37,3.34,3.56,411308,228378.0,,,
000813,881140,化学制药,3.32,3.31,-1.51,255987,115884.0,,,
000815,881162,通信服务,15.0,14.73,-8.0,843037,348226.0,,,
000816,881168,工业金属,2.57,2.57,-0.78,320734,166146.0,,,
000818,881108,化学原料,12.47,12.35,-3.37,199828,76700.0,,,
000819,881180,石油加工贸易,11.89,11.89,1.09,70510,35244.0,,,
000820,881284,环保设备,2.91,3.2,9.97,6728,0.0,,,
000821,881279,光伏设备,7.01,6.97,-1.14,69152,25566.0,,,
000822,881108,化学原料,4.22,4.2,-0.24,127720,61044.0,,,
000823,881270,元件,13.12,12.92,-6.94,560009,223359.0,,,
000825,881112,钢铁,3.61,3.6,0.55,355844,164880.0,,,
000826,881181,环境治理,1.53,1.58,2.61,600604,285469.0,,,
000828,881149,公路铁路运输,10.0,9.97,0.7,77953,50397.0,,,
000829,881158,零售,8.58,8.69,-1.05,242374,120099.0,,,
000830,881108,化学原料,12.84,12.8,-0.86,285568,133057.0,,,
000831,881170,小金属,48.03,47.7,-1.31,171309,72654.0,,,
000833,881167,非金属材料,19.4,19.3,-3.45,186853,72801.0,,,
000837,881117,通用设备,9.26,9.19,-1.4,129528,62350.0,,,
000838,881153,房地产,2.27,2.23,0.0,240781,117632.0,,,
000839,881162,通信服务,2.82,2.64,-4.61,1874427,850265.0,,,
000848,881133,饮料制造,8.87,8.84,2.59,373281,235408.0,,,
000850,881135,纺织制造,4.01,3.99,-1.25,67152,25919.0,,,
000852,881118,专用设备,5.2,5.2,-0.19,104529,52173.0,,,
000856,881118,专用设备,7.36,7.45,0.54,43926,22480.0,,,
000858,881273,白酒,75.17,75.1,4.51,729039,407921.0,,,
000859,881265,塑料制品,7.87,7.76,6.35,774794,425878.0,,,
000860,881273,白酒,10.84,10.84,2.68,168527,93249.0,,,
000862,881145,电力,5.73,5.64,-3.84,499297,200319.0,,,
000863,881153,房地产,3.85,3.82,-5.71,175012,71729.0,,,
000868,881125,汽车整车,3.6,3.62,1.11,120841,65547.0,,,
000869,881133,饮料制造,17.46,17.4,1.95,17682,11009.0,,,
000875,881145,电力,5.32,5.26,2.26,801631,476701.0,,,
000876,881103,农产品加工,6.9,6.89,1.45,370955,194157.0,,,
000877,881115,建筑材料,3.74,3.74,2.14,176649,90505.0,,,
000878,881168,工业金属,15.53,15.54,0.58,338014,160127.0,,,
000880,881117,通用设备,21.61,21.48,-1.71,81197,38457.0,,,
000881,881109,化学制品,6.37,6.33,-0.31,74264,34135.0,,,
000882,881158,零售,1.41,1.41,-0.71,754648,364898.0,,,
000883,881145,电力,4.72,4.71,0.85,275466,141580.0,,,
000885,881181,环境治理,12.77,12.75,1.33,53788,33870.0,,,
000886,881149,公路铁路运输,4.54,4.55,0.66,157255,78162.0,,,
000887,881126,汽车零部件,17.02,16.8,-1.29,205498,83396.0,,,
000888,881160,旅游及酒店,9.61,9.6,0.31,108633,57445.0,,,
000889,881162,通信服务,3.67,3.66,-5.99,514402,183272.0,,,
000890,881284,环保设备,6.65,6.66,-4.51,160552,70985.0,,,
000892,881274,影视院线,3.51,3.48,-4.56,1368588,630393.0,,,
000893,881263,农化制品,51.33,51.6,1.89,214385,124563.0,,,
000895,881134,食品加工制造,26.07,26.06,2.99,166691,95055.0,,,
000897,881153,房地产,1.75,1.74,-0.57,264975,135140.0,,,
000898,881112,钢铁,2.05,2.05,0.98,384489,191871.0,,,
000899,881145,电力,10.95,10.75,-1.1,207178,95315.0,,,
000900,881149,公路铁路运输,3.74,3.74,0.53,123960,58718.0,,,
000901,881126,汽车零部件,14.05,13.99,-1.28,138407,66734.0,,,
000902,881263,农化制品,13.76,13.74,1.09,99297,54316.0,,,
000903,881126,汽车零部件,1.74,1.73,-1.72,166936,55051.0,,,
000905,881148,港口航运,8.48,8.43,-0.59,111290,52270.0,,,
000906,881152,物流,5.41,5.38,0.0,56583,26742.0,,,
000908,881140,化学制药,6.15,6.11,-4.72,244705,98461.0,,,
000909,881153,房地产,4.38,4.35,-3.2,73377,34728.0,,,
000910,881139,家居用品,5.05,5.06,0.4,52246,27227.0,,,
000911,881103,农产品加工,4.19,4.19,-1.91,29937,8661.0,,,
000912,881263,农化制品,3.64,3.63,-0.82,206366,95096.0,,,
000913,881128,汽车服务及其他,11.36,11.35,7.04,141321,87308.0,,,
000915,881140,化学制药,25.52,25.48,1.06,36089,22354.0,,,
000917,881164,文化传媒,6.78,6.75,0.44,310896,165241.0,,,
000919,881140,化学制药,6.25,6.22,-0.96,109666,44279.0,,,
000920,881265,塑料制品,11.25,11.17,-6.67,198727,72320.0,,,
000921,881131,白色家电,26.49,26.48,2.49,149512,85165.0,,,
000922,881277,电机,10.76,10.65,0.65,126245,56670.0,,,
000923,881112,钢铁,15.0,15.0,-1.73,138621,62630.0,,,
000925,881269,轨交设备,6.93,7.05,-1.73,202515,78077.0,,,
000926,881153,房地产,2.11,2.09,-1.9,263670,110091.0,,,
000927,881152,物流,2.5,2.5,1.2,426844,209021.0,,,
000928,881116,建筑装饰,5.13,5.11,0.58,172439,79285.0,,,
000929,881133,饮料制造,8.02,8.03,0.75,47775,23521.0,,,
000930,881103,农产品加工,4.66,4.64,1.72,195161,114032.0,,,
000931,881140,化学制药,4.18,4.17,-9.33,281151,120192.0,,,
000932,881112,钢铁,3.92,3.9,1.53,1040969,563083.0,,,
000933,881168,工业金属,25.75,26.2,2.37,674340,330382.0,,,
000935,881283,多元金融,22.5,22.45,-4.89,82596,37015.0,,,
000936,881264,化学纤维,5.03,5.03,0.6,131110,52900.0,,,
000937,881105,煤炭开采加工,4.78,4.79,-0.63,184858,76538.0,,,
000938,881271,IT服务,37.33,35.0,-9.99,2539454,1284938.0,,,
000948,881272,软件开发,14.46,14.41,6.36,559889,227589.0,,,
000949,881264,化学纤维,5.97,5.91,-1.34,306349,148563.0,,,
000950,881143,医药商业,5.43,5.41,0.18,235705,113585.0,,,
000951,881125,汽车整车,23.23,23.09,2.07,135801,71871.0,,,
000952,881140,化学制药,5.51,5.47,-1.27,77788,34476.0,,,
000953,881140,化学制药,5.38,5.36,-1.67,57978,26377.0,,,
000955,881135,纺织制造,3.86,3.87,-1.81,118708,49758.0,,,
000957,881125,汽车整车,10.4,10.39,1.83,153973,87327.0,,,
000958,881145,电力,5.43,5.42,-0.18,151144,75034.0,,,
000959,881112,钢铁,3.92,3.85,-0.77,417016,180083.0,,,
000960,881170,小金属,32.0,32.06,-1.69,485576,194601.0,,,
000962,881170,小金属,45.31,44.91,-9.4,254032,112691.0,,,
000963,881140,化学制药,29.25,29.2,0.82,182778,90009.0,,,
000965,881153,房地产,3.13,3.1,-0.32,137047,67171.0,,,
000966,881145,电力,4.31,4.31,-0.93,462813,192022.0,,,
000967,881284,环保设备,7.51,7.49,-4.93,957445,437199.0,,,
000968,881107,油气开采及服务,6.86,6.95,1.75,507806,223965.0,,,
000969,881114,金属新材料,15.96,15.86,-3.7,285340,112923.0,,,
000970,881114,金属新材料,12.86,12.9,-5.21,602622,249832.0,,,
000972,881103,农产品加工,3.32,3.33,-2.41,90662,31172.0,,,
000973,881265,塑料制品,12.38,12.26,-1.45,313277,141894.0,,,
000975,881169,贵金属,22.45,23.0,3.21,957854,507254.0,,,
000977,881130,计算机设备,74.94,73.31,-7.82,916212,442908.0,,,
000978,881160,旅游及酒店,5.8,5.79,0.69,157498,78177.0,,,
000980,881125,汽车整车,1.64,1.64,0.61,1491884,708426.0,,,
000981,881126,汽车零部件,2.57,2.55,-0.39,2380175,1104989.0,,,
